date,183.377,183.377_trend,183.377_0.4yr,183.377_0.5yr,183.377_0.57yr,183.377_0.68yr,183.377_1yr,183.377_jump,183.377_model,183.377_noise,183.377_wtest,flagged
2022-11-01,-4.967773,0.621801,-0.222406,0.115428,0.265085,-0.246911,0.454075,-7.281401,-6.294330,1.326556,0.663278,False
2022-12-01,-5.297918,0.621801,-0.028958,0.321746,-0.175881,0.017866,0.494734,-7.281401,-6.030093,0.732175,0.366088,False
2023-01-01,-5.956074,0.621801,0.210072,0.205657,-0.486526,0.279354,0.401367,-7.281401,-6.049676,0.093602,0.046801,False
2023-02-21,-6.546698,0.621801,-0.057447,-0.287547,-0.154571,0.321665,0.030735,-7.281401,-6.806765,0.260067,0.130034,False
2023-03-14,-7.638704,0.621801,-0.206416,-0.318430,0.161106,0.176774,-0.146723,-7.281401,-6.993289,-0.645416,-0.322708,False
2023-04-13,-7.770142,0.621801,-0.142939,-0.099840,0.477074,-0.101733,-0.362103,-7.281401,-6.889141,-0.881001,-0.440501,False
2023-05-09,-7.884055,0.621801,0.093853,0.180412,0.457051,-0.303072,-0.473821,-7.281401,-6.705177,-1.178878,-0.589439,False
2023-06-14,-8.041781,0.621801,0.206412,0.316420,0.019869,-0.364026,-0.473007,-7.281401,-6.953932,-1.087848,-0.543924,False
2023-07-11,-8.160075,0.621801,-0.000004,0.123626,-0.354613,-0.218298,-0.354321,-7.281401,-7.463211,-0.696864,-0.348432,False
2023-08-16,-8.317801,0.621801,-0.224902,-0.245890,-0.484692,0.109996,-0.085941,-7.281401,-7.591029,-0.726772,-0.363386,False
2023-09-07,-8.414188,0.621801,-0.135334,-0.326615,-0.291571,0.284449,0.101167,-7.281401,-7.027504,-1.386684,-0.693342,False
2023-10-04,-7.532483,0.621801,0.111080,-0.185380,0.101354,0.377620,0.308581,-7.281401,-5.946345,-1.586137,-0.793069,False
2023-11-16,-6.720877,0.621801,0.157343,0.251368,0.504941,0.186836,0.490672,-7.281401,-5.068441,-1.652436,-0.826218,False
2023-12-13,-7.839171,0.621801,-0.084971,0.317783,0.372167,-0.062540,0.474305,-7.281401,-5.642856,-2.196315,-1.098158,False
2024-01-01,-8.873611,0.621801,-0.210072,0.205657,0.126303,-0.227847,0.401367,-7.281401,-6.364192,-2.509418,-1.254709,False
2024-02-17,-10.128335,0.621801,0.018104,-0.262634,-0.464765,-0.364856,0.065887,-7.281401,-7.667865,-2.460470,-1.230235,False
2024-03-06,-8.207197,0.621801,0.169461,-0.326791,-0.501618,-0.284705,-0.087072,-7.281401,-7.690324,-0.516873,-0.258437,False
2024-04-17,-10.391211,0.621801,0.105065,-0.048309,-0.086218,0.077650,-0.388483,-7.281401,-6.999895,-3.391316,-1.695658,False
2024-05-16,-10.518267,0.621801,-0.154758,0.244987,0.326979,0.304938,-0.489422,-12.483430,-11.628906,1.110638,0.555319,False
2024-06-13,-10.640943,0.621801,-0.208098,0.317646,0.506041,0.376783,-0.474172,-12.483430,-11.343429,0.702486,0.351243,False
2024-07-10,-10.759237,0.621801,-0.005047,0.129042,0.357026,0.274703,-0.357439,-12.483430,-11.463344,0.704107,0.352054,False
2024-08-08,-10.886294,0.621801,0.211422,-0.181806,-0.045782,0.030886,-0.149087,-12.483430,-11.995996,1.109702,0.554851,False
2024-09-04,-11.004588,0.621801,0.155078,-0.326378,-0.397698,-0.213289,0.078658,-12.483430,-12.565259,1.560672,0.780336,False
2024-10-16,-11.188601,0.621801,-0.194220,-0.059377,-0.418385,-0.376344,0.383102,-12.483430,-12.526853,1.338253,0.669126,False
2024-11-12,-11.306895,0.621801,-0.181780,0.221441,-0.080504,-0.271008,0.484296,-12.483430,-11.689183,0.382288,0.191144,False
2024-12-05,-10.407664,0.621801,0.010396,0.326633,0.257210,-0.082153,0.490132,-12.483430,-10.859410,0.451746,0.225873,False
2025-01-01,-10.805809,0.621801,0.210072,0.205657,0.493486,0.168581,0.401367,-12.483430,-10.382466,-0.423342,-0.211671,False
2025-02-19,-11.740640,0.621801,-0.038537,-0.276174,0.157116,0.374559,0.047795,-12.483430,-11.596871,-0.143770,-0.071885,False
2025-03-13,-11.837028,0.621801,-0.202377,-0.320779,-0.173011,0.291648,-0.138526,-12.483430,-12.404674,0.567646,0.283823,False
2025-04-08,-12.950941,0.621801,-0.176732,-0.151676,-0.458680,0.083774,-0.331487,-12.483430,-12.896430,-0.054511,-0.027255,False
2025-05-06,-13.073616,0.621801,0.066751,0.151350,-0.464483,-0.176241,-0.465431,-12.483430,-12.749683,-0.323934,-0.161967,False
2025-06-03,-13.196292,0.621801,0.224485,0.324288,-0.157479,-0.351354,-0.493322,-12.483430,-12.315010,-0.881282,-0.440641,False
2025-07-16,-13.384686,0.621801,-0.048037,0.069970,0.421037,-0.286099,-0.323039,-12.483430,-12.027796,-1.356891,-0.678445,False
2025-08-07,-13.481074,0.621801,-0.206416,-0.168519,0.504746,-0.112401,-0.160462,-12.483430,-12.004680,-1.476394,-0.738197,False
2025-09-16,-13.656325,0.621801,-0.057438,-0.307258,0.143248,0.246455,0.175055,-12.483430,-11.661568,-1.994757,-0.997378,False
2025-10-01,-12.722044,0.621801,0.084971,-0.212147,-0.083694,0.335061,0.288053,-12.483430,-11.449385,-1.272659,-0.636330,False
