date,206.425,206.425_trend,206.425_0.25yr,206.425_0.5yr,206.425_0.95yr,206.425_1yr,206.425_1.29yr,206.425_jump,206.425_model,206.425_noise,206.425_wtest,flagged
2022-08-01,-14.367565,-14.162512,-0.266820,0.246625,0.244385,-0.278845,0.005166,0.043755,-14.168247,-0.199319,-0.099659,False
2022-09-01,-14.360065,-14.783593,0.116646,0.342319,0.356204,-0.110734,-0.117159,0.043755,-14.152564,-0.207501,-0.103751,False
2022-10-01,-14.882764,-15.384640,0.157497,0.095534,0.360287,0.081841,-0.216911,0.043755,-14.862638,-0.020126,-0.010063,False
2022-11-01,-15.907578,-16.005721,-0.268048,-0.253125,0.255644,0.257851,-0.283813,0.043755,-16.253458,0.345880,0.172940,False
2022-12-01,-16.921013,-16.606768,0.112464,-0.343106,0.079035,0.360279,-0.303025,0.043755,-16.657366,-0.263646,-0.131823,False
2023-01-01,-17.555520,-17.227849,0.146057,-0.086682,-0.126719,0.367303,-0.272568,0.043755,-17.156703,-0.398817,-0.199408,False
2023-02-21,-18.105748,-18.249628,-0.054640,0.354048,-0.355467,0.167991,-0.128181,0.043755,-18.222123,0.116375,0.058187,False
2023-03-14,-18.289771,-18.670361,0.254115,0.279972,-0.370742,0.037620,-0.047163,0.043755,-18.472804,0.183033,0.091517,False
2023-04-13,-19.552661,-19.271408,-0.044177,-0.043607,-0.301640,-0.152694,0.073319,0.043755,-19.696452,0.143791,0.071896,False
2023-05-09,-20.780499,-19.792315,-0.248947,-0.301963,-0.169981,-0.287005,0.169013,0.043755,-20.587443,-0.193056,-0.096528,False
2023-06-14,-20.095967,-20.513570,0.258265,-0.274255,0.065770,-0.375946,0.266251,0.043755,-20.529731,0.433764,0.216882,False
2023-07-11,-20.332568,-21.054512,-0.002768,0.016233,0.230114,-0.350753,0.300346,0.043755,-20.817586,0.485018,0.242509,False
2023-08-16,-20.648036,-21.775768,-0.163061,0.340357,0.360276,-0.204672,0.285764,0.043755,-21.113350,0.465314,0.232657,False
2023-09-07,-20.840822,-22.216536,0.203962,0.315967,0.367955,-0.072949,0.244153,0.043755,-21.113693,0.272871,0.136435,False
2023-10-04,-23.077423,-22.757478,0.109528,0.059803,0.299155,0.100748,0.165055,0.043755,-21.979435,-1.097988,-0.548994,False
2023-11-16,-23.454232,-23.618978,-0.151828,-0.342824,0.057504,0.319662,0.000512,0.043755,-23.692196,0.237964,0.118982,False
2023-12-13,-23.690833,-24.159920,0.255574,-0.278087,-0.121954,0.375650,-0.106439,0.043755,-23.991421,0.300588,0.150294,False
2024-01-01,-24.576787,-24.540583,0.146057,-0.086682,-0.233409,0.367303,-0.174268,0.043755,-24.477826,-0.098960,-0.049480,False
2024-02-17,-26.269191,-25.479649,-0.126196,0.347374,-0.371630,0.191562,-0.286592,0.043755,-25.681378,-0.587813,-0.293907,False
2024-03-06,-25.426925,-25.839292,0.182463,0.324747,-0.357271,0.083610,-0.301941,0.043755,-25.863930,0.437005,0.218502,False
2024-04-17,-27.794971,-26.678458,-0.126255,-0.099843,-0.187953,-0.180129,-0.271028,0.043755,-27.499912,-0.295059,-0.147530,False
2024-05-16,-29.049098,-27.257882,-0.164842,-0.339936,-0.002105,-0.316617,-0.199873,0.043755,-28.237501,-0.811597,-0.405798,False
2024-06-13,-28.294462,-27.817327,0.255868,-0.277693,0.178439,-0.375682,-0.103121,0.043755,-28.095760,-0.198702,-0.099351,False
2024-07-10,-28.531063,-28.356790,0.006882,0.009864,0.310620,-0.351989,0.003750,0.043755,-28.333910,-0.197154,-0.098577,False
2024-08-08,-28.785190,-28.936215,-0.247900,0.302914,0.371339,-0.244289,0.117622,0.043755,-28.592774,-0.192416,-0.096208,False
2024-09-04,-30.021791,-29.475679,0.168510,0.329455,0.338208,-0.089914,0.208402,0.043755,-28.477263,-1.544528,-0.772264,False
2024-10-16,-30.389837,-30.314845,-0.109692,-0.088099,0.138814,0.174410,0.293519,0.043755,-29.862138,-0.527699,-0.263849,False
2024-11-12,-30.626438,-30.854309,-0.204730,-0.327712,-0.039162,0.305627,0.301598,0.043755,-30.774933,0.148495,0.074247,False
2024-12-05,-30.827987,-31.313852,0.175590,-0.327149,-0.185183,0.367261,0.277997,0.043755,-30.961581,0.133594,0.066797,False
2025-01-01,-31.138557,-31.853316,0.146057,-0.086682,-0.314805,0.367303,0.217626,0.043755,-31.480063,0.341506,0.170753,False
2025-02-19,-32.493975,-32.835025,-0.090221,0.351701,-0.352372,0.179523,0.044263,0.043755,-32.658377,0.164402,0.082201,False
2025-03-13,-32.686761,-33.275793,0.247531,0.287304,-0.278486,0.044078,-0.044450,0.043755,-32.976062,0.289300,0.144650,False
2025-04-08,-34.914599,-33.796700,0.047832,0.017339,-0.136217,-0.122463,-0.143810,0.043755,-34.090264,-0.824335,-0.412167,False
2025-05-06,-35.159963,-34.357677,-0.264328,-0.281163,0.049123,-0.273974,-0.231346,0.043755,-35.315611,0.155648,0.077824,False
2025-06-03,-35.405327,-34.918654,0.137011,-0.338001,0.222086,-0.363058,-0.286959,0.043755,-35.503819,0.098492,0.049246,False
2025-07-16,-34.782136,-35.780154,-0.093253,0.076692,0.367698,-0.337487,-0.294261,0.043755,-36.017010,1.234874,0.617437,False
2025-08-07,-35.974922,-36.220921,-0.256690,0.293676,0.360702,-0.251144,-0.260440,0.043755,-36.291063,0.316140,0.158070,False
2025-09-16,-36.325442,-37.022317,0.267524,0.251758,0.209775,-0.014942,-0.145155,0.043755,-36.409603,0.084160,0.042080,False
2025-10-01,-36.456887,-37.322840,0.157497,0.095534,0.119605,0.081841,-0.089313,0.043755,-36.913922,0.457035,0.228517,False
