date,86.914,86.914_trend,86.914_0.5yr,86.914_1yr,86.914_12.87yr,86.914_jump,86.914_exp,86.914_model,86.914_noise,86.914_wtest,flagged
2014-05-07,-44.000000,-37.399949,-0.852999,-1.552511,-1.834475,-1.461657,0.000000,-43.101590,-0.898410,-0.449205,False
2014-06-17,-38.000000,-37.633996,0.715257,-1.517377,-1.788747,-1.461657,0.000000,-41.686520,3.686520,1.843260,False
2014-07-15,-40.000000,-37.792676,1.211924,-1.060333,-1.754418,0.778518,-0.799022,-39.416008,-0.583992,-0.291996,False
2014-08-13,-40.000000,-37.956034,0.631682,-0.334156,-1.716271,0.778518,-1.505373,-40.101634,0.101634,0.050817,False
2014-09-01,-40.000000,-38.062516,-0.128306,0.198250,-1.689874,0.778518,-1.910100,-40.814028,0.814028,0.407014,False
2014-10-15,-41.000000,-38.307447,-1.210761,1.260153,-1.624584,0.778518,-2.698393,-41.802514,0.802514,0.401257,False
2014-11-21,-43.000000,-38.511617,-0.296227,1.634057,-1.565318,0.778518,-3.227249,-41.187836,-1.812164,-0.906082,False
2014-12-04,-41.000000,-38.582964,0.241692,1.613278,-1.543577,0.778518,-3.388702,-40.881753,-0.118247,-0.059123,False
2015-01-12,-40.000000,-38.795789,1.211827,1.092164,-1.475580,0.778518,-3.808606,-40.997466,0.997466,0.498733,False
2015-02-09,-42.000000,-38.947464,0.718292,0.402771,-1.424276,0.778518,-4.058612,-42.530771,0.530771,0.265385,False
2015-03-19,-45.000000,-39.151807,-0.756705,-0.645535,-1.351467,0.778518,-4.341275,-45.468271,0.468271,0.234135,False
2015-04-24,-47.000000,-39.343801,-1.141775,-1.398924,-1.279268,0.778518,-4.559232,-46.944481,-0.055519,-0.027759,False
2015-05-15,-46.000000,-39.455080,-0.586582,-1.608873,-1.235771,0.778518,-4.667625,-46.775414,0.775414,0.387707,False
2015-06-12,-47.000000,-39.602632,0.537025,-1.564459,-1.176265,0.778518,-4.793801,-45.821614,-1.178386,-0.589193,False
2015-07-10,-46.000000,-39.749245,1.199051,-1.163569,-1.115109,0.778518,-4.901789,-44.952143,-1.047857,-0.523928,False
2015-08-19,-47.000000,-39.957065,0.406031,-0.167201,-1.025052,0.778518,-5.029623,-44.994391,-2.005609,-1.002805,False
2015-09-22,-46.000000,-40.132205,-0.893789,0.759976,-0.946187,0.778518,-5.118028,-45.551716,-0.448284,-0.224142,False
2015-10-13,-42.000000,-40.239689,-1.212068,1.223465,-0.896489,0.778518,-5.164848,-45.511110,3.511110,1.755555,False
2015-11-10,-44.000000,-40.382179,-0.709860,1.587913,-0.829130,0.778518,-5.219349,-44.774087,0.774087,0.387043,False
2015-12-16,-42.000000,-40.564001,0.698303,1.522597,-0.740832,0.778518,-5.278040,-43.583456,1.583456,0.791728,False
2016-01-11,-45.000000,-40.694216,1.209896,1.113546,-0.676049,0.778518,-5.313655,-43.581960,-1.418040,-0.709020,False
2016-02-23,-48.000000,-40.907442,0.189741,0.016629,-0.567341,0.778518,-5.362286,-45.852182,-2.147818,-1.073909,False
2016-03-14,-48.000000,-41.005866,-0.612352,-0.535231,-0.516122,0.778518,-5.381246,-47.272299,-0.727701,-0.363851,False
2016-04-19,-47.000000,-41.181830,-1.189361,-1.332323,-0.423025,0.778518,-5.410500,-48.758521,1.758521,0.879260,False
2016-05-01,-51.040932,-41.240142,-0.995877,-1.498546,-0.391766,0.778518,-5.419024,-48.766836,-2.274096,-1.137048,False
2016-06-15,-48.000000,-41.457284,0.665400,-1.532239,-0.273715,0.778518,-5.446382,-47.265702,-0.734298,-0.367149,False
2016-07-06,-48.000000,-41.557792,1.168765,-1.230954,-0.218261,0.778518,-5.456993,-46.516716,-1.483284,-0.741642,False
2016-08-15,-48.000000,-41.747783,0.544883,-0.268264,-0.112196,0.778518,-5.474085,-46.278928,-1.721072,-0.860536,False
2016-08-16,-48.567971,-41.752508,0.507388,-0.240512,-0.109540,0.778518,-5.474466,-46.291119,-2.276852,-1.138426,False
2016-09-23,-47.000000,-41.931190,-0.928820,0.791558,-0.008474,0.778518,-5.487471,-46.785880,-0.214120,-0.107060,False
2016-10-12,-45.000000,-42.019886,-1.211022,1.208786,0.042083,0.778518,-5.493016,-46.694538,1.694538,0.847269,False
